"case_id","case","url","firm","case_name","google_url","cordinate","lat","lon","district"
59,"祥傑建設-店中路案(仮) 15F","https://www.facebook.com/media/set/?set=a.973716151455632&type=3","祥傑建設","店中路案(仮) 15F","https://bit.ly/3Dji9p2","22°33'43.4\N 120°21'09.9\E · 22.562056, 120.352750",22.5620555555556,120.35275,"小港區"
64,"小港運動中心","https://www.facebook.com/media/set/?set=a.902027471957834&type=3","小港運動中心",NA,"https://bit.ly/4dTvEJm","22°34'05.5\N 120°22'11.5\E · 812台灣高雄市小港區松金里",22.5681944444444,120.369861111111,"小港區"
68,"華雄建設-中安路案(仮) 15F","https://www.facebook.com/media/set/?set=a.817221977105051&type=3","華雄建設","中安路案(仮) 15F","https://bit.ly/4dk4RWA","22°35'06.7\N 120°21'36.1\E · 830台灣高雄市鳳山區中安路691號",22.5851944444444,120.360027777778,"鳳山區"
71,"永信建設-公園二街案(仮) 14F","https://www.facebook.com/media/set/?set=a.938261711667743&type=3","永信建設","公園二街案(仮) 14F","https://bit.ly/3C35buP","22°35'12.0\N 120°20'00.3\E · 22.586667, 120.333417",22.5866666666667,120.333416666667,"鳳山區"
73,"永信建設-海涵路案(仮) 18F","https://www.facebook.com/media/set/?set=a.938262428334338&type=3","永信建設","海涵路案(仮) 18F","https://bit.ly/48jaUc5","22°35'35.3\N 120°20'34.9\E · 22.593139, 120.343028",22.5931388888889,120.343027777778,"鳳山區"
74,"鋭揚建設-鋭揚新樂章 15F","https://www.facebook.com/media/set/?set=a.869886031838645&type=3","鋭揚建設","鋭揚新樂章 15F","https://bit.ly/3WfYbkM","22°35'44.8\N 120°20'31.1\E · 830台灣高雄市鳳山區鳳甲二街33號",22.5957777777778,120.341972222222,"鳳山區"
86,"城揚建設-Twin S 15F","https://www.facebook.com/media/set/?set=a.933107632183151&type=3","城揚建設","Twin S 15F","https://bit.ly/4f6krVZ","22°39'04.5\N 120°19'16.7\E · 22.651250, 120.321306",22.65125,120.321305555556,"三民區"
87,"和築建設-和築豐彩 15F","https://www.facebook.com/media/set/?set=a.891840619643186&type=3","和築建設","和築豐彩 15F","https://bit.ly/3AL5U2W","22°38'54.4\N 120°18'56.2\E · 807台灣高雄市三民區建工路904巷27弄11-3",22.6484444444444,120.315611111111,"三民區"
91,"興璟建設-大昌一路案(仮) 12F","https://www.facebook.com/media/set/?set=a.1034975975329649&type=3","興璟建設","大昌一路案(仮) 12F","https://bit.ly/3Fp5rpr","22°39'30.2\N 120°19'09.8\E · 22.658389, 120.319389",22.6583888888889,120.319388888889,"三民區"
92,"鋭揚建設-大昌一路案(仮) 15F","https://www.facebook.com/media/set/?set=a.963500355810545&type=3","鋭揚建設","大昌一路案(仮) 15F","https://bit.ly/3OA2gwJ","22°39'17.2\N 120°19'31.3\E · 22.654778, 120.325361",22.6547777777778,120.325361111111,"三民區"
